acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,song_title,artist
0.00207,0.468,0.971,0.00329,0.146,-3.382,0.0609,92.003,0.814,You’re Not The One,Sky Ferreira
0.162,0.529,0.95,0.00199,0.616,-3.446,0.056,119.964,0.456,Sacrilege,Yeah Yeah Yeahs
0.0233,0.824,0.572,8.19E-06,0.208,-4.868,0.0652,153.977,0.669,Collard Greens,ScHoolboy Q
0.37,0.645,0.836,0,0.125,-7.23,0.159,123.966,0.176,Hell Of A Night,ScHoolboy Q
0.00392,0.683,0.692,0.000441,0.105,-7.189,0.0396,103.848,0.593,1977,Ana Tijoux
0.14,0.85,0.534,0.000893,0.313,-5.278,0.322,98.004,0.963,Latino & Proud,DJ Raff
0.0796,0.868,0.627,0,0.0983,-4.843,0.116,131.097,0.314,Move That Dope,Future
0.00135,0.702,0.74,0.896,0.0481,-5.949,0.173,145.05,0.583,Slasherr,Rustie
0.858,0.741,0.449,0.000522,0.133,-6.621,0.0583,95.108,0.444,Outlines,AlunaGeorge
0.464,0.655,0.704,0.877,0.134,-10.341,0.0413,99.96,0.696,Platoon,Jungle
0.00539,0.749,0.857,0,0.192,-5.24,0.0435,111.906,0.355,Man Of The Year,ScHoolboy Q
0.00011,0.742,0.965,0.607,0.0703,-8.291,0.0538,123.04,0.391,Spacer Woman - Vocal,Charlie
0.000595,0.805,0.79,0.889,0.0296,-7.93,0.0577,122.994,0.533,Nobody Else - Original Mix,Dusky
0.421,0.876,0.675,1.16E-06,0.0667,-3.28,0.146,135.959,0.618,Stoner,Young Thug
0.00767,0.541,0.982,0.000765,0.291,-4.908,0.107,104.03,0.721,Elevate,St. Lucia
0.112,0.857,0.981,0.000157,0.0875,-4.223,0.12,148.009,0.709,Independent - House Remix,Hoodfellas
0.000518,0.771,0.963,0.901,0.147,-7.294,0.0363,124,0.591,Au Seve,Julio Bashmore
0.0235,0.761,0.478,0.00972,0.0458,-7.437,0.0545,118.925,0.948,Synchronize,Discodeine
0.00204,0.805,0.879,0.595,0.0578,-5.747,0.0521,123.013,0.713,Don't Miss,The Alexanders
0.00118,0.682,0.953,0.622,0.256,-3.873,0.0474,124.996,0.324,Coucou disco,Dim Sum
0.000725,0.801,0.718,0.91,0.0747,-6.246,0.0746,123.999,0.817,Vowel Play - Original,Them Jeans
0.00188,0.661,0.837,0,0.362,-3.78,0.114,102.831,0.615,The Devil Is A Lie,Rick Ross
0.0454,0.895,0.783,0,0.137,-4.983,0.102,147.65,0.696,North North,Project Pat
0.548,0.706,0.707,0.000313,0.1,-5.212,0.0351,144.877,0.246,Temporary View,SBTRKT
0.15,0.516,0.718,0.0163,0.167,-8.571,0.257,129.857,0.58,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino
0.106,0.653,0.781,0.568,0.596,-7.433,0.0376,101.029,0.49,Accelerate,Jungle
0.763,0.707,0.709,0,0.274,-3.979,0.34,89.094,0.497,0 To 100 / The Catch Up,Drake
0.0505,0.794,0.51,1.81E-06,0.0562,-7.314,0.42,167.879,0.189,Hot N*gga,Bobby Shmurda
0.394,0.484,0.265,0,0.149,-11.101,0.0322,113.564,0.282,You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers
0.000599,0.487,0.68,0.0339,0.144,-8.497,0.0408,94.46,0.076,Your Soul,Hippie Sabotage
0.0126,0.6,0.811,0.05,0.969,-10.199,0.102,100.894,0.372,dance yrself clean - live at madison square garden,LCD Soundsystem
0.713,0.628,0.575,0.00233,0.0635,-11.591,0.0588,108.166,0.182,Running Up That Hill (A Deal With God),Kate Bush
0.0323,0.227,0.635,0.125,0.117,-9.169,0.0754,170.179,0.36,High Ball Stepper,Jack White
0.768,0.275,0.216,0.897,0.0832,-13.818,0.0345,116.388,0.176,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd
0.00416,0.644,0.848,0.0168,0.0629,-4.952,0.0511,99.989,0.302,All We Need (feat. Shy Girls),ODESZA
0.00692,0.564,0.846,0.00175,0.0452,-5.897,0.0437,122.035,0.695,Catamaran,Allah-Las
0.712,0.277,0.29,0.0459,0.228,-8.541,0.0332,71.302,0.0576,Fool,Perfume Genius
0.296,0.609,0.909,0.0785,0.262,-7.302,0.0921,114.019,0.416,Bulbform,TR/ST
0.000563,0.417,0.73,3.31E-06,0.0766,-6.774,0.0363,81.179,0.44,Passing Out Pieces,Mac Demarco
0.36,0.784,0.649,0.000684,0.115,-6.905,0.292,140.203,0.503,Tuesday,ILoveMakonnen
0.0674,0.289,0.942,0.917,0.405,-3.207,0.0519,137.281,0.302,Drop Dead Baby,Ty Segall
0.00342,0.313,0.893,0,0.0877,-3.891,0.0463,127.11,0.709,My Sunshine,Ty Segall
0.000588,0.803,0.769,0.9,0.0683,-7.025,0.0561,122.992,0.17,BIG Fun - Full Intention 88 Remix,Inner City
0.0421,0.895,0.517,9.72E-06,0.0511,-9.972,0.101,141.536,0.961,Natty Dread A Weh She Want,Horace Andy
0.0326,0.598,0.885,0.00265,0.107,-3.992,0.0383,87.914,0.593,DLZ,TV On The Radio
0.123,0.749,0.855,0.164,0.329,-10.105,0.406,128.339,0.61,Whatcha Gonna Do,Koopsta Knicca
0.0625,0.758,0.629,0.000144,0.109,-8.283,0.106,112.575,0.26,18 With A Bullet,Pete Wingfield
0.602,0.746,0.484,0.00824,0.0576,-9.614,0.0434,97.923,0.596,The Boss,James Brown
0.00234,0.191,0.979,0.283,0.617,-3.402,0.191,179.236,0.313,Drifting In And Out,Porcelain Raft
0.0389,0.856,0.719,9.03E-06,0.0935,-6.519,0.0746,146.032,0.369,Made Me,Snootie Wild
0.605,0.583,0.515,0.000691,0.0931,-9.283,0.0571,115.732,0.621,Way to be Loved,TOPS
0.00042,0.22,0.94,0.000541,0.0926,-2.397,0.0511,83.072,0.72,Just Wanna Love You Girl,Epsilons
0.464,0.535,0.91,9.32E-05,0.0745,-4.827,0.0328,111.027,0.956,Be Brave,The Strange Boys
0.619,0.722,0.28,0.0786,0.141,-13.483,0.0583,66.711,0.466,Tupelo (Pt. 1) - Single Version,Albert King
0.0758,0.747,0.894,0.897,0.0918,-5.226,0.0961,90.493,0.57,Candyman,Cornershop
0.565,0.63,0.374,0.00146,0.107,-11.305,0.177,166.999,0.573,Somebody Was Watching,Pops Staples
0.615,0.508,0.247,0.0352,0.166,-15.432,0.0748,200.749,0.484,Tupelo - Part 1,Pop Staples
0.207,0.54,0.21,0.0765,0.334,-18.687,0.0461,103.081,0.411,Tupelo,Steve Cropper
0.114,0.665,0.513,0.303,0.122,-7.314,0.331,100.344,0.0373,"Damn Son, Where'd You Find This? - Future of TRAP Mix",Trendsetter
0.00884,0.51,0.603,0.286,0.0569,-6.949,0.174,139.876,0.094,I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,Trendsetter
0.114,0.665,0.513,0.303,0.122,-7.314,0.331,100.344,0.0373,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus
0.000321,0.647,0.793,0.833,0.401,-7.416,0.0454,130.007,0.188,Work - The Advent & Spiriakos Remix,ZZT
0.612,0.649,0.406,0,0.103,-10.43,0.0803,110.091,0.478,Mannish Boy,Muddy Waters
0.172,0.683,0.805,0.000231,0.357,-5.24,0.353,123.658,0.836,Holding On,Disclosure
0.99,0.148,0.031,0.595,0.12,-25.756,0.0365,141.84,0.0638,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt
0.227,0.873,0.504,0,0.121,-5.39,0.166,145.995,0.647,My Main,Mykfresh
0.00497,0.376,0.801,0.149,0.683,-10.662,0.0474,152.826,0.807,Southern Man - Live,"Crosby, Stills, Nash & Young"
0.0113,0.523,0.863,0.204,0.113,-4.975,0.0553,124.046,0.428,Won't Look Back,Duke Dumont
0.0226,0.586,0.892,0.00827,0.17,-4.937,0.0574,132.048,0.523,Chrome Knight - Feat. Chromeo,Surkin
0.666,0.827,0.503,0.443,0.123,-11.007,0.0352,119.35,0.94,Black Boy,Pops Staples
0.11,0.589,0.616,0.204,0.0721,-9.475,0.0312,96.616,0.869,Give Me The Sunshine,Leo's Sunshipp
0.391,0.702,0.495,0.8,0.112,-11.645,0.0493,78.507,0.292,Motherless Child,Romare
0.0975,0.582,0.875,0.912,0.143,-6.912,0.0513,113.036,0.358,Giudecca,Ghost Culture
0.0169,0.374,0.853,2.72E-05,0.322,-3.571,0.295,200.035,0.422,Living Every Dream,Antwon
0.0339,0.422,0.851,0,0.152,-4.031,0.0398,93.649,0.667,Easy Rider,Action Bronson
0.127,0.474,0.837,0.0197,0.169,-6.503,0.0514,165.844,0.243,Nissim,The Gaslamp Killer
0.13,0.61,0.672,0.00283,0.109,-7.436,0.305,129.986,0.925,Topless,Orlando Julius
0.597,0.571,0.836,0.0108,0.106,-6.906,0.215,93.641,0.54,Breakthrough,The Funkees
0.0672,0.802,0.872,0.0197,0.0941,-6.346,0.0557,117.005,0.68,Stand Up - Tiger & Woods Remix,Pitchben
0.218,0.793,0.607,4.95E-06,0.348,-6.488,0.0821,140.992,0.16,Blow a Bag,Future
0.0319,0.846,0.472,0.0398,0.1,-9.13,0.0662,124.984,0.671,Ain't got nobody,Sísý Ey
0.269,0.575,0.641,0.0121,0.211,-8.105,0.0325,91.714,0.901,I Want'a Do Something Freaky To You,Leon Haywood
0.000997,0.787,0.916,0.811,0.0588,-8.542,0.047,116.007,0.507,I Got a Feeling,Shit Robot
0.304,0.614,0.575,0.0116,0.108,-5.819,0.0285,150.009,0.284,Standard,Empress Of
0.103,0.835,0.481,0.81,0.113,-9.606,0.136,121.993,0.304,What I Might Do - Club Mix,Ben Pearce
0.201,0.696,0.852,0.00125,0.0736,-4.281,0.0373,128.28,0.971,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang
0.611,0.597,0.71,0,0.104,-9.798,0.0378,150.13,0.767,Do You Love Me,The Contours
0.0185,0.609,0.664,0.0195,0.105,-9.116,0.0472,105.976,0.0944,Too Bad I Have To Destroy You Now,Kid Cudi
0.737,0.571,0.839,0.0281,0.195,-5.799,0.0517,127.356,0.813,Louie Louie,The Sonics
0.229,0.494,0.666,5.69E-05,0.0469,-9.743,0.0351,140.832,0.704,Heart Full of Soul,The Yardbirds
0.236,0.347,0.638,0,0.0894,-10.258,0.0409,94.506,0.594,For Your Love,The Yardbirds
0.436,0.684,0.486,9.77E-05,0.12,-12.521,0.0385,115.076,0.821,Sunshine Of Your Love,Cream
0.000641,0.787,0.679,0.912,0.0618,-12.377,0.0534,117.501,0.214,Taifa - The Emperor Machine Mix,Partial Arts
0.00254,0.696,0.643,0.834,0.276,-10.124,0.0407,117.514,0.537,Taifa,Partial Arts
0.0043,0.894,0.676,0.348,0.425,-9.707,0.0979,121,0.715,Make It,Patrick Di Stefano
0.00524,0.81,0.547,0.854,0.101,-12.295,0.0558,120.752,0.817,Face It,Master C & J
0.0263,0.739,0.878,0.407,0.0477,-5.464,0.0788,126.705,0.855,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest
0.000173,0.641,0.954,0.425,0.0535,-6.765,0.0589,122.79,0.827,Supernature - Edit,Cerrone
0.136,0.829,0.65,2.15E-05,0.15,-9.691,0.06,108.398,0.744,I'll Be Good,Rene & Angela
0.00479,0.777,0.671,0.0244,0.286,-7.803,0.0386,123.974,0.482,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore
0.271,0.567,0.851,0,0.569,-5.897,0.484,80.935,0.598,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School
0.934,0.44,0.433,0.811,0.273,-17.453,0.0412,79.952,0.217,Episode I - Duel of The Fates,John Williams
0.813,0.745,0.544,0,0.0975,-9.137,0.0654,125.345,0.776,Three Cool Cats,The Coasters
0.00113,0.616,0.943,1.67E-06,0.346,-5.305,0.0444,129.963,0.802,Mercy,The Third Degree
0.557,0.462,0.714,0.000881,0.0368,-8.772,0.0386,144.952,0.375,Do I Love You?,The Ronettes
0.916,0.334,0.265,0.837,0.168,-17.219,0.0477,113.12,0.0549,Night on Bald Mountain,Modest Mussorgsky
0.00325,0.686,0.61,0.000123,0.0984,-7.952,0.0297,143.598,0.861,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo
0.517,0.691,0.714,0.0164,0.178,-9.694,0.046,91.045,0.96,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo
0.292,0.592,0.688,0.268,0.0508,-14.107,0.115,102.099,0.927,Ole,The Funkees
0.0164,0.653,0.875,0.0311,0.377,-5.232,0.125,116.956,0.796,Greetings,Joni Haastrup
0.0314,0.86,0.857,0.38,0.0694,-4.23,0.0933,121.999,0.826,5thep,Todd Osborn
0.0114,0.682,0.78,0.735,0.0862,-9.948,0.0538,115.564,0.334,Cavern,Liquid Liquid
0.0491,0.703,0.464,0,0.146,-5.977,0.118,95.012,0.689,Your Love,Mick Jenkins
0.895,0.444,0.412,0.64,0.145,-11.569,0.0465,184.012,0.364,Sleepwalk,Santo & Johnny
0.0624,0.476,0.571,0.353,0.349,-7.223,0.055,141.221,0.419,What I Might Do - Kilter Remix,Ben Pearce
0.000286,0.313,0.872,2.26E-05,0.15,-5.058,0.0733,122.362,0.389,Waiting Around For Grace,Pond
4.19E-05,0.636,0.864,0.887,0.104,-9.618,0.044,123.972,0.611,Nobodys Fool - Ben Pearce Remix,Real Connoisseur
0.0983,0.632,0.586,0.581,0.0535,-11.333,0.0284,114.243,0.889,Smoke On The Water,Deep Purple
0.314,0.43,0.734,0.000286,0.0808,-10.043,0.102,133.992,0.0537,Able to See Me,Hippie Sabotage
0.809,0.833,0.684,0,0.0952,-6.325,0.043,112.7,0.954,Oogum Boogum Song,Brenton Wood
0.723,0.688,0.421,0.625,0.0734,-9.015,0.0445,138,0.63,The Gaudy Side of Town,Gayngs
0.577,0.438,0.404,0.759,0.0767,-11.815,0.0389,137.895,0.134,The Walker,Gayngs
0.59,0.789,0.698,0.802,0.11,-7.842,0.0304,120.961,0.713,Ultimate Painting,Ultimate Painting
0.156,0.819,0.671,0.000136,0.2,-6.947,0.393,129.921,0.555,Agorinha,Sango
0.887,0.366,0.407,0.263,0.114,-10.047,0.0265,148.436,0.352,I'm Glad,Captain Beefheart & His Magic Band
0.149,0.71,0.959,2.10E-05,0.336,-6.697,0.209,108.006,0.492,Apollo Throwdown (Star Slinger Remix),The Go! Team
0.00727,0.582,0.734,0.202,0.76,-6.987,0.0675,127.071,0.638,Boys Life,Small Black
0.349,0.545,0.507,2.92E-06,0.157,-7.534,0.0392,124.311,0.685,Dirt And Grime,Fathers Children
4.61E-06,0.479,0.854,5.72E-05,0.372,-6.101,0.0405,136.067,0.55,Pedestrian at Best,Courtney Barnett
0.0175,0.564,0.737,0,0.054,-4.079,0.0414,104.764,0.231,Middle,DJ Snake
0.198,0.89,0.52,0.273,0.0638,-6.927,0.187,114.959,0.717,Something About You - Extended Mix,Hayden James
0.00543,0.363,0.755,0.00105,0.084,-6.654,0.12,114.407,0.736,Only You,Mac Demarco
0.101,0.867,0.669,0.683,0.0583,-7.897,0.0573,121.99,0.696,The One,ZHU
0.612,0.59,0.578,0.000162,0.0837,-5.798,0.0528,81.663,0.262,Way Down We Go,Kaleo
0.000825,0.832,0.496,0.825,0.114,-10.601,0.0597,117.741,0.854,Deeper Than Love,Colleen Green
0.478,0.839,0.585,0.00281,0.0435,-7.738,0.153,89.821,0.894,Back Pocket,Vulfpeck
0.0716,0.447,0.416,0.00426,0.125,-12.181,0.0258,103.068,0.309,All I Wanna Do,The Beach Boys
0.0328,0.598,0.657,2.72E-05,0.172,-7.466,0.0386,114.969,0.2,Water,Jamaican Queens
0.0664,0.643,0.889,0.884,0.0904,-7.043,0.0499,131.999,0.658,You,Ejeca
0.00324,0.746,0.613,0.672,0.167,-10.104,0.0475,125.317,0.627,Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald
0.000624,0.906,0.648,0.0857,0.272,-8.742,0.0734,123.98,0.646,Jack,Breach
0.000334,0.907,0.616,0.425,0.11,-7.073,0.0577,124.036,0.614,Jack,Breach
0.331,0.578,0.633,0,0.635,-10.117,0.279,101.534,0.635,Mary Jane (Jamie Xx - Girl Remix),Jamie xx
0.00431,0.808,0.916,0.598,0.0445,-4.54,0.0635,121.99,0.69,Chunky - Club Mix,Format:B
0.0252,0.745,0.894,0.878,0.137,-4.721,0.0448,127.99,0.49,One Who Lost,DJ Dodger Stadium
0.0125,0.634,0.858,0.84,0.0984,-11.661,0.0417,123.991,0.233,Delorean Dynamite,Todd Terje
0.198,0.603,0.921,0.00035,0.133,-3.555,0.0931,122.978,0.814,Do You Want a Man - Heaven & Hell Remix,William Onyeabor
0.00166,0.587,0.841,0.53,0.117,-5.079,0.0476,142.95,0.696,Celebrando,CLUBZ
0.0289,0.93,0.483,0.00244,0.103,-9.925,0.0411,120.022,0.577,No Eyes (Radio Edit),Claptone
0.0124,0.585,0.62,0.0164,0.135,-9.075,0.0538,80.021,0.715,Fanfare,Magic City Hippies
0.0245,0.803,0.427,0.405,0.0953,-10.819,0.0509,118.008,0.451,Dorothy,Polo & Pan
0.411,0.757,0.868,0.00221,0.355,-9.326,0.062,138.923,0.787,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies
0.157,0.729,0.818,0.285,0.195,-9.992,0.0732,125.811,0.909,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex
2.60E-05,0.76,0.669,0.076,0.0666,-8.583,0.0521,122.007,0.683,Paris Groove (Original Mix),Boston Bun
0.000885,0.79,0.427,0.446,0.0514,-11.361,0.0541,116.986,0.961,Nothing,HNNY
0.207,0.786,0.963,0.0012,0.169,-2.84,0.127,94.63,0.9,Hey DJ,Worlds Famous Supreme Team
0.242,0.708,0.441,0.000147,0.0899,-12.931,0.196,125.191,0.717,Tighten Up - Pt. 1,Archie Bell & The Drells
0.643,0.729,0.666,0.135,0.0947,-10.721,0.0525,109.554,0.872,Ohye Atar Gyan,Ebo Taylor
0.312,0.76,0.636,0.534,0.0622,-11.605,0.0902,99.223,0.682,Heaven,Ebo Taylor
0.847,0.661,0.76,0.334,0.137,-9.509,0.0918,111.165,0.975,I'm Walkin' - 2002 Digital Remaster,Fats Domino
0.00428,0.704,0.895,0.28,0.267,-7.81,0.0647,118.662,0.865,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order
0.0154,0.606,0.913,0.905,0.326,-7.865,0.0417,146.15,0.82,Dreams Never End - 2015 Remastered Version,New Order
0.00207,0.587,0.915,0.579,0.136,-8.307,0.0404,128.004,0.539,Plastic - Extended Mix,New Order
0.16,0.66,0.591,0.848,0.632,-8.497,0.026,100.034,0.835,You Are the Right One,Sports
0.000779,0.34,0.454,0.0188,0.337,-12.279,0.0503,100.089,0.39,Let Me Try,Kaleidoscope
0.0476,0.723,0.755,0.00147,0.469,-9.381,0.0576,97.195,0.573,Thinking of You,Lord Echo
0.717,0.285,0.512,0,0.0842,-8.103,0.0334,94.922,0.48,Just Say The Word,Jerry Townes
0.218,0.63,0.862,0.0527,0.0618,-6.12,0.0501,103.118,0.698,Obi Agye Me Dofo,Vis à Vis
0.783,0.418,0.0962,6.61E-05,0.136,-15.078,0.0559,184.721,0.342,I'm Going Down,Rose Royce
0.087,0.529,0.571,6.34E-06,0.876,-6.264,0.0298,102.428,0.104,Said So What,French Kicks
0.0112,0.465,0.727,0.802,0.0964,-5.181,0.0353,118.149,0.47,Carl Sagan,Night Moves
0.0133,0.69,0.911,0.907,0.127,-9.075,0.0499,124.019,0.62,Muzik Xpress,X-Press 2
0.0044,0.449,0.962,0.897,0.397,-4.293,0.112,154.979,0.296,A Hundred Ropes,Minor Victories
0.9,0.582,0.401,0.538,0.157,-8.731,0.028,112.357,0.414,No Woman,Whitney
0.934,0.44,0.433,0.811,0.273,-17.453,0.0412,79.952,0.217,Episode I - Duel of The Fates,John Williams
0.0395,0.669,0.904,0.406,0.116,-5.487,0.0598,107.83,0.921,Giant,The The
0.189,0.622,0.752,0.0124,0.0443,-6.964,0.124,126.047,0.576,Hush,Magic City Hippies
6.89E-05,0.286,0.704,0.034,0.192,-5.12,0.0374,145.843,0.185,Desire,DILLY DALLY
0.0552,0.373,0.63,0,0.107,-5.131,0.0461,115.942,0.357,Shut Up Kiss Me,Angel Olsen
0.136,0.906,0.444,6.44E-05,0.173,-8.692,0.384,140.063,0.68,No Heart,21 Savage
0.00134,0.789,0.682,1.39E-06,0.128,-6.841,0.054,109.988,0.562,We Want Some Pussy,Ezale
0.155,0.822,0.863,0.000632,0.0913,-8.035,0.196,100.959,0.608,We Out Here,Ezale
0.0599,0.756,0.853,0.000562,0.115,-5.92,0.0525,100.004,0.426,By Design,Kid Cudi
0.189,0.555,0.759,0.459,0.248,-6.214,0.142,192.272,0.23,Aloha,Chris Bear
0.0633,0.897,0.661,0,0.116,-6.2,0.27,127.081,0.204,Bad and Boujee (feat. Lil Uzi Vert),Migos
0.56,0.654,0.499,0.907,0.169,-9.084,0.0428,103.966,0.124,The Winner Is - from Little Miss Sunshine,DeVotchKa
0.0442,0.679,0.462,0.793,0.0846,-10.128,0.0326,120.012,0.289,Virile,The Blaze
0.0004,0.804,0.64,0.935,0.0812,-8.598,0.0404,124.007,0.0451,Let Me Tell U,Jimmy Edgar
0.078,0.815,0.459,0.826,0.067,-12.588,0.0906,124.996,0.616,Wonky Bassline Disco Banger,Red Rack'Em
1.65E-05,0.499,0.506,0.941,0.0784,-16.778,0.149,186.328,0.367,Remember,Gino Soccio
0.0423,0.84,0.918,0.613,0.306,-9.251,0.0672,124.847,0.468,Anti Social Tendencies,The Parallax Corporation
0.0109,0.816,0.747,0.756,0.0811,-8.066,0.0711,119.98,0.144,What Time Is Love (Live at SSL mix),Lifelike
0.016,0.646,0.757,0.0243,0.112,-6.089,0.101,108.438,0.635,The Spirit Blossoms All Over the Land,Onra
0.028,0.658,0.568,0.00356,0.105,-7.579,0.0312,128.638,0.881,On the Lips,Frankie Cosmos
0.00159,0.865,0.603,0.428,0.0782,-11.289,0.0532,135.006,0.595,Stripper,Fancy Fux
0.003,0.754,0.968,0.795,0.194,-4.419,0.168,124.971,0.55,Operator (Ring Ring) ft. Dances With White Girls,Chris Lake
0.0372,0.89,0.443,0.385,0.369,-8.654,0.0497,122.002,0.195,Big Jet Plane - Animal Trainer Remix,Jan Blomqvist
0.514,0.731,0.638,0.332,0.144,-8.738,0.144,143.018,0.33,Fight,Nicolas Jaar
0.109,0.748,0.623,0,0.15,-5.08,0.0285,105.045,0.194,Bambi,Jidenna
0.758,0.744,0.555,0,0.108,-6.744,0.0321,121.241,0.775,Raindrops,The Silvertones
0.34,0.77,0.409,0,0.0993,-13.387,0.436,80.126,0.869,Truths & Rights,Johnny Osbourne
0.269,0.663,0.602,8.81E-05,0.118,-11.013,0.132,149.51,0.899,Smoke,Ohio Players
0.411,0.236,0.706,5.43E-06,0.953,-6.544,0.0601,105.624,0.313,You Are My Special Angel,The Vogues
0.666,0.354,0.366,0,0.167,-10.799,0.0345,111.057,0.561,Just A Little Lovin',Dusty Springfield
0.517,0.367,0.215,0,0.618,-16.652,0.0288,98.742,0.255,Unchained Melody,The Righteous Brothers
0.00594,0.58,0.859,0.00163,0.463,-4.532,0.0649,129.959,0.285,Howl,Florence + The Machine
0.0173,0.916,0.571,1.11E-06,0.153,-8.241,0.2,103.521,0.467,For Free,DJ Khaled
0.0681,0.767,0.686,0.91,0.111,-10.476,0.0461,114.07,0.578,Mystery Of Love,Mr. Fingers
0.0853,0.864,0.552,0.778,0.094,-8.851,0.0495,112.378,0.74,Hung Over,The Martini's
0.661,0.457,0.909,1.54E-06,0.124,-3.189,0.0576,93.193,0.844,"Bold Soul Sister, Bold Soul Brother - USDEA0400901",The Black On White Affair
0.543,0.785,0.796,0.291,0.108,-5.815,0.0379,136.05,0.806,Cane Shuga,Glass Animals
0.211,0.418,0.547,0.0443,0.187,-4.932,0.0295,131.99,0.127,Queen,Perfume Genius
0.0378,0.81,0.793,1.82E-06,0.072,-9.404,0.0403,116.049,0.86,Get Lucky,Daft Punk
0.0159,0.588,0.596,0,0.0898,-4.994,0.0556,130.346,0.0602,Bugatti,Ace Hood
0.0384,0.841,0.729,0,0.276,-3.047,0.239,132.073,0.43,Versace,Migos
0.000954,0.775,0.823,0,0.144,-6.091,0.271,130.041,0.288,Black Skinhead,Kanye West
0.147,0.85,0.509,0,0.0759,-9.637,0.378,134.9,0.769,Type of Way,Rich Homie Quan
0.00444,0.413,0.633,0,0.361,-5.188,0.0558,170.016,0.184,Recover,CHVRCHES
0.222,0.76,0.79,0,0.268,-3.835,0.344,94.017,0.57,Bitter Rivals,Sleigh Bells
0.0745,0.409,0.532,0.00523,0.0795,-6.266,0.033,99.935,0.354,Gonna Die,Autre Ne Veut
0.957,0.342,0.159,0.114,0.101,-18.127,0.0477,91.963,0.329,Angels,The xx
0.0475,0.606,0.503,0,0.116,-6.678,0.155,80.04,0.325,GOT IT GOOD,KAYTRANADA
0.00369,0.647,0.762,0.00641,0.0884,-7.765,0.0363,120.832,0.438,I Got U,Duke Dumont
0.0216,0.709,0.669,0.0125,0.146,-8.422,0.0409,105.004,0.106,Something About You - ODESZA Remix,Hayden James
0.156,0.378,0.572,0.152,0.0579,-6.361,0.175,134.957,0.332,Oblivion,The Seshen
0.112,0.555,0.699,0.00319,0.488,-7.871,0.105,170.02,0.544,Distant Heart,The Seshen
0.382,0.735,0.555,0.856,0.0952,-8.84,0.0366,100.01,0.535,Finally Moving,Pretty Lights
0.0564,0.607,0.435,0.0178,0.171,-6.604,0.0475,120.045,0.255,Want My Love,Cathedrals
0.0369,0.448,0.733,0.0425,0.169,-6.238,0.0292,142.008,0.404,Myth,Beach House
0.655,0.507,0.466,0.363,0.0929,-11.966,0.0862,157.013,0.0978,Weary,Solange
0.138,0.667,0.658,0.00685,0.602,-7.71,0.0756,91.98,0.36,Treat Me Like Fire,LION BABE
0.345,0.855,0.605,0.0573,0.0757,-7.403,0.0637,114.999,0.676,Something About You,Hayden James
0.2,0.739,0.848,0.824,0.111,-4.598,0.0332,125.02,0.782,Let It Happen - Soulwax Remix,Tame Impala
0.0739,0.833,0.663,0.00351,0.0814,-3.639,0.105,103.693,0.457,Hood Pass Intact,Dâm-Funk
0.00535,0.654,0.641,0.00321,0.209,-9.771,0.0482,114.696,0.778,Let's Dance (Single Version) [2002 Remastered Version],David Bowie
0.208,0.514,0.632,0.0132,0.115,-6.305,0.0501,94.569,0.31,Ode To Viceroy,Mac Demarco
0.0019,0.468,0.88,0.00704,0.409,-5.086,0.057,176.972,0.645,Five Seconds,Twin Shadow
0.135,0.756,0.415,0,0.144,-14.429,0.0555,96.99,0.662,No Sleep Till Brooklyn,Beastie Boys
0.0208,0.869,0.687,1.00E-06,0.114,-6.816,0.263,96.006,0.668,F**kin' Problems,A$AP Rocky
0.144,0.709,0.412,0.000101,0.0814,-11.602,0.488,174.062,0.505,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces
0.0559,0.521,0.851,0,0.267,-3.235,0.0336,130.032,0.825,Never Saw The Point,Cults
0.0852,0.858,0.789,0,0.229,-7.462,0.291,125.993,0.658,212,Azealia Banks
4.69E-06,0.566,0.869,0.309,0.0503,-7.614,0.0335,129.948,0.656,Forgiven/Forgotten,Angel Olsen
0.148,0.701,0.788,0.625,0.0977,-5.611,0.0425,142.584,0.794,All My Friends,LCD Soundsystem
0.374,0.772,0.612,2.44E-06,0.108,-7.274,0.254,142.911,0.557,Lay Up,Future
